basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
PreservedSpecimen,Agonum muelleri,wingtype,"Identification to species or morphospecies using keys for Carabidae (Ciegler 2000, Arnett et al. 2002, Bousquet 2010)",macropterous,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Agonum muelleri,season,,all,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Agonum muelleri,diet,,carnivore,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Agonum muelleri,activity,,diurnal,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Agonum muelleri,size,,8.4,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara angustata/angustatoides,wingtype,"Identification to species or morphospecies using keys for Carabidae (Ciegler 2000, Arnett et al. 2002, Bousquet 2010)",macropterous,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara angustata/angustatoides,season,,spring,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara angustata/angustatoides,diet,,herbivore,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Amara angustata/angustatoides,activity,,diurnal,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara angustata/angustatoides,size,,6.6,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara crassispina,wingtype,"Identification to species or morphospecies using keys for Carabidae (Ciegler 2000, Arnett et al. 2002, Bousquet 2010)",macropterous,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara crassispina,season,,all,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara crassispina,diet,,unknown,mm,mean,,both,adult,,,,,,,,,,,
HumanObservation,Amara crassispina,activity,,unknown,mm,mean,,both,adult,,,,,,,,,,,
PreservedSpecimen,Amara crassispina,size,,8,mm,mean,,both,adult,,,,,,,,,,,
