basisOfRecord,verbatimIdentification,measurementType,measurementMethod,measurementValue ,measurementUnit,measurementStatistic,measurementRemarks,sex,lifeStage,caste,sampleSizeValue,sampleSizeUnit,sampleTreatment,samplingProtocol,verbatimLocality ,verbatimCoordinates,verbatimEventDate,associatedOccurrences,associatedReferences ,externalLink
PreservedSpecimen,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Trophic level,,Herbivores (pollinator bees),,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Flight duration,Number of sampling times the species was collected,1.0,count,mean,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Mean body size,Literature data from Tadauchi and Murao (2014) for bees and Terayama and Suda (2016) for wasps.,7.0,,mean,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Altitudinal range,Elevation was determined by selecting specific study sites within the Kyushu Central Mountains.,0.0,m,range,,both,adult,,,,,,,,,,,
PreservedSpecimen,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Feeding guild,Classification based on feeding mechanism,Pollinator,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Chlorandrena knuthi Alfken, 1900",Distribution index,,4.0,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Trophic level,,Herbivores (pollinator bees),,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Flight duration,Number of sampling times the species was collected,1.0,count,mean,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Mean body size,Literature data from Tadauchi and Murao (2014) for bees and Terayama and Suda (2016) for wasps.,13.0,,mean,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Altitudinal range,Elevation was determined by selecting specific study sites within the Kyushu Central Mountains.,0.0,m,range,,both,adult,,,,,,,,,,,
PreservedSpecimen,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Feeding guild,Classification based on feeding mechanism,Pollinator,,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Melandrena watasei Cockerell, 1913",Distribution index,,3.0,,mode,,both,adult,,,,,,,,,,,
PreservedSpecimen,"Andrenidae Andreninae Andrena Micrandrena hikosana Hirashima, 1957",Trophic level,,Herbivores (pollinator bees),,mode,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Micrandrena hikosana Hirashima, 1957",Flight duration,Number of sampling times the species was collected,1.0,count,mean,,both,adult,,,,,,,,,,,
Plain Examples for HumanObservation,"Andrenidae Andreninae Andrena Micrandrena hikosana Hirashima, 1957",Mean body size,Literature data from Tadauchi and Murao (2014) for bees and Terayama and Suda (2016) for wasps.,7.0,,mean,,both,adult,,,,,,,,,,,
HumanObservation,"Andrenidae Andreninae Andrena Micrandrena hikosana Hirashima, 1957",Altitudinal range,Elevation was determined by selecting specific study sites within the Kyushu Central Mountains.,817.0,m,range,,both,adult,,,,,,,,,,,
