cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,3.67 ± 0.05 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,3.50 ± 0.07 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,3.42 ± 0.06 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,3.62 ± 0.05 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,3.48 ± 0.04,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax width  ,2.333 ± 0.07,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,8.62 ± 0.24 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,7.52 ± 0.37 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,8.75 ± 0.29 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,8.90 ± 0.25 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,7.51 ± 0.18 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Gaster length  ,7.66 ± 0.13,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,5.17 ± 0.08 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,5.04 ± 0.11 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,5.03 ± 0.08 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,5.22 ± 0.07 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,4.99 ± 0.05 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Antennal length ,7.52 ± 0.12,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,2.56 ± 0.06 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,2.18 ± 0.10 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,2.43 ± 0.08 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,2.44 ± 0.07 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,2.17 ± 0.05 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Tergum 3 length,1.61 ± 0.04,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,5.32 ± 0.08 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,4.91 ± 0.13 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,5.16 ± 0.10 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,5.37 ± 0.08 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,5.00 ± 0.06 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Thorax length ,3.67 ± 0.07,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,16.69 ± 0.25 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,15.20 ± 0.38 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,16.44 ± 0.30 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,16.79 ± 0.26 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,15.30 ± 0.19,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,13.15 ± 0.23 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,14.59 ± 0.19 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,13.76 ± 0.20 ,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Total body length ,13.05 ± 0.18,0.359,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.96 ± 0.09 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.63 ± 0.14 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.84 ± 0.11 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.87 ± 0.09 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.76 ± 0.07 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.23 ± 0.07 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.58 ± 0 .06 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.38 ± 0.07 ,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Distal cell length ,5.09 ± 0.06,0.070,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Mass ,16.21 ± 0.85,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,7.00 ± 0.09 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,6.53 ± 0.14 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,6.75 ± 0.11 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,6.98 ± 0.09 ,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,6.58 ± 0.07,-,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Vespula maculifrons,Head to end of thorax length,4.75 ± 0.07,-,,,moderate,predicted a different value for this trait
